5.0,39.46785,34.92583,38.195145,55.727272,142.14107,130.72649,99.795456,180.0,158.0,111.0,148.38171,139.9543,104.15323,166.5,156.0,104.0,89.04691,88.275116,81.64049,73.0,65.0,61.0,81.1897,87.99643,64.030594,71.0,85.0,58.0,130.65656,129.56349,110.41764,167.0,164.5,133.5,101.03085,100.3103,91.78889,98.0,91.0,82.5,102.060425,91.156296,80.797806,95.0,82.0,68.0,77.9977,76.070885,67.69454,65.0,68.0,61.0,39.913055,53.586437,37.413055,14.0,28.0,23.0,118.8335,117.40234,96.61525,130.0,126.0,94.0,108.17491,113.88118,82.44492,131.0,144.0,91.0 Ajani_Vengeant
2.0,35.10034,41.58533,27.558157,58.77193,149.43501,176.56714,193.83029,176.0,205.0,220.0,126.82187,154.3298,167.79893,154.0,163.0,172.0,76.96041,95.981674,98.558655,68.0,87.0,92.0,120.40872,162.40652,158.04399,128.0,179.0,173.0,143.92815,196.68329,199.71738,152.0,211.0,217.0,90.23607,116.36767,110.21444,78.0,106.0,99.0,100.46371,132.45528,122.66936,76.0,121.0,109.0,143.2379,190.35338,177.49817,144.0,203.0,186.0,125.59824,188.29729,192.64772,125.0,199.0,204.0,124.57881,150.29802,135.01027,123.5,160.0,135.0,122.43072,175.79033,173.91533,129.0,197.0,204.0 Back_from_the_Brink
2.0,36.12268,43.27122,32.03939,37.969925,153.23201,179.55103,197.40816,183.0,206.0,223.0,125.00882,154.57672,172.85008,174.0,200.0,206.0,171.93036,166.17741,157.53409,202.0,191.0,177.0,154.43842,138.6547,114.984604,192.0,165.0,122.0,120.256966,88.39406,54.910557,126.0,87.0,49.0,226.25293,210.02016,197.20747,233.0,225.0,214.0,106.87463,104.99634,101.71921,67.0,87.0,89.0,32.51063,26.779692,23.696482,14.0,9.0,10.0,193.71225,183.52016,167.45747,191.0,176.0,160.0,111.633064,120.081375,117.16679,96.0,131.0,120.0,100.7709,115.91679,102.06928,110.0,124.0,89.0 Elgaud_Shieldmate
3.0,37.585033,32.26891,27.064508,36.444443,194.97981,191.34712,181.73174,231.0,226.5,214.0,161.2578,150.84073,129.8555,162.0,149.0,122.0,81.3314,74.37363,62.84365,67.0,63.0,49.0,146.9194,133.86879,115.80722,169.0,157.0,132.0,156.27176,138.39362,116.931656,166.5,147.0,123.0,111.34429,96.874596,94.85912,89.0,75.0,76.0,90.39684,67.38395,55.39652,69.0,47.0,35.0,97.1786,67.44423,52.8588,82.0,50.0,35.0,132.54642,115.933266,127.817535,151.0,124.0,140.0,76.74629,66.80206,61.822372,67.0,59.0,50.0,103.57156,97.1283,86.547386,100.0,98.0,87.0 Fiendslayer_Paladin
6.0,39.319725,39.69188,32.74975,52.88889,182.40096,173.75865,157.88846,199.0,190.0,178.0,158.08374,153.02135,143.70772,184.0,184.0,178.0,115.106705,113.00484,93.57318,109.0,107.0,80.5,105.125404,103.75048,83.20696,86.0,90.0,76.0,92.13088,102.35171,87.31077,76.0,90.0,78.0,123.6599,121.61444,107.82463,123.0,120.0,104.5,82.14926,82.76241,68.92457,66.0,69.0,56.0,65.23437,67.94552,57.154415,48.0,52.0,40.0,171.74823,149.05287,95.22469,185.0,151.0,85.0,87.70728,87.104126,66.12025,90.0,93.0,74.0,95.51386,103.569954,87.88201,100.0,110.0,93.0 Karn_Liberated
0.0,32.289356,34.991272,20.808897,29.454544,206.59483,166.63872,152.30956,245.0,206.0,186.0,189.78091,146.98924,137.08064,244.0,199.5,185.0,157.54488,113.11932,36.70882,164.0,114.0,37.0,135.49872,84.13845,30.26823,134.0,86.0,29.0,122.25701,74.11958,24.538246,114.0,71.0,21.0,146.58133,94.00587,42.13029,160.0,93.0,42.0,188.83427,117.84141,44.831974,190.0,123.0,44.0,200.1721,136.73407,65.54207,203.0,131.0,62.0,123.21851,66.44212,34.685875,116.0,54.5,35.0,143.71367,82.669556,37.62468,153.0,78.0,38.0,153.09613,95.40388,34.612186,142.0,87.0,30.0 Scoria_Elemental
5.0,35.706173,34.503105,25.831219,31.954887,161.62729,152.12567,119.10634,199.0,186.0,132.0,163.35185,156.83333,124.21852,192.0,177.0,122.0,134.70345,126.91422,112.99817,135.0,128.0,114.0,125.39553,118.506966,93.91166,137.0,130.0,111.0,68.697945,61.782623,32.697582,62.0,54.0,24.0,151.8717,131.05646,97.2456,164.0,145.0,117.0,73.534454,65.21041,37.730938,64.0,47.0,18.0,94.968475,89.2478,64.98204,91.0,70.0,38.0,108.80425,88.82735,60.746334,110.0,80.0,39.0,67.14406,63.455647,26.576979,63.0,58.0,19.0,68.593475,68.95601,37.445747,45.0,53.0,20.0 Citadel_Castellan
1.0,35.819767,36.8323,26.11299,32.581455,157.73254,174.17615,165.38669,196.0,213.0,205.0,145.30185,172.35185,162.44815,193.0,212.0,203.0,118.86767,103.410194,60.496334,116.0,95.0,43.0,123.20235,98.332115,48.029694,114.0,91.0,33.0,84.30425,60.255497,25.048021,80.0,53.0,16.0,156.77272,183.9571,157.31818,160.0,188.0,161.0,159.80058,151.61804,85.66056,162.0,161.0,65.0,151.47984,111.46994,46.527126,156.0,115.0,42.0,85.6382,100.388565,44.40066,73.0,91.0,23.0,117.678154,105.97067,48.667156,114.0,102.0,34.0,91.19392,62.24487,20.714077,83.0,50.5,11.0 Valeron_Wardens
5.0,37.75085,26.118013,27.500704,36.842106,166.64662,155.77336,116.79914,205.0,187.0,130.0,171.15,157.76482,116.631485,193.0,178.0,121.0,155.28299,186.07332,190.68329,145.0,195.0,196.5,137.48387,128.80205,102.33761,149.0,132.0,91.0,83.80828,59.29179,32.973972,83.0,48.0,14.0,150.04912,158.97543,159.38747,134.0,162.0,148.0,101.20271,94.72177,69.89369,91.0,74.0,26.0,113.21444,101.70198,69.817085,120.0,97.0,50.0,148.40103,179.51466,184.2489,142.0,199.0,230.0,171.74927,197.24487,205.15652,167.0,218.0,239.0,100.12023,91.245964,55.47141,102.0,81.0,29.0 Dromoka's_Command
1.0,37.788715,33.509315,23.598198,30.701754,157.73254,174.17615,165.38669,196.0,213.0,205.0,150.8074,171.00555,152.1537,193.0,212.0,203.0,97.60704,107.32515,84.98424,84.0,105.0,78.0,73.34971,73.505135,58.54509,74.0,71.5,53.0,50.685116,46.27529,39.913124,39.0,38.0,30.0,137.54765,145.53519,120.75733,129.0,136.0,115.0,108.64223,100.82991,81.52823,92.0,95.0,80.0,38.206013,23.338343,15.556452,38.0,16.0,10.0,138.10631,144.95491,116.47654,148.5,176.0,133.0,122.7456,115.898094,90.673386,120.0,119.5,83.0,62.26503,56.782257,48.277126,49.0,36.0,31.0 Managorger_Hydra
